survived,pclass,sex,age,sibsp,parch,fare,embarked_Q,embarked_S,fare_yj,fare_bc
0,3,1,,0,0,6.4375,False,False,-1.0053802441302373,-0.8709560895623362
1,1,0,,0,1,55.0,False,True,1.0905256810069204,0.9948978989616362
1,2,1,2.0,1,1,26.0,False,True,0.38804817777044526,0.2635453954678998
0,2,1,39.0,0,0,26.0,False,True,0.38804817777044526,0.2635453954678998
1,2,0,4.0,2,1,39.0,False,True,0.773758027571881,0.6475851600346456
0,1,1,65.0,0,1,61.9792,False,False,1.1982761812184421,1.1204958424235767
1,1,0,49.0,1,0,76.7292,False,False,1.3877566115023416,1.3514824953110756
0,3,1,,0,0,7.2292,False,False,-0.8885177764761778,-0.7867426400797148
0,3,1,26.0,0,0,7.8792,True,False,-0.8015702192179666,-0.7231328034007365
0,2,1,54.0,0,0,14.0,False,True,-0.22192844685487792,-0.27336155873513124
0,3,1,38.5,0,0,7.25,False,True,-0.8856185248373031,-0.7846351758799197
1,1,0,,1,0,51.8625,False,True,1.037101911176483,0.9340879585804023
0,3,1,,0,0,7.75,True,False,-0.8182759287916075,-0.7354212698040541
1,1,0,38.0,0,0,80.0,False,True,1.4243436054640697,1.3976516983861966
1,3,1,32.0,0,0,8.05,False,True,-0.7798964388723738,-0.7071411011359738
0,3,1,,0,0,8.05,False,True,-0.7798964388723738,-0.7071411011359738
1,1,0,35.0,0,0,211.5,False,False,2.2332760727556833,2.572499667928052
0,1,1,29.0,0,0,30.0,False,True,0.5255908645038838,0.3960295744432243
1,1,1,53.0,0,0,28.5,False,False,0.4764605914324324,0.3481654323977587
1,3,1,4.0,1,1,11.1333,False,True,-0.45223938716262985,-0.45799188686522924
0,1,1,19.0,1,0,53.1,False,True,1.0585848563353562,0.9584270646109714
0,1,1,52.0,1,1,79.65,False,True,1.420507862161963,1.3927866970971798
1,1,0,22.0,0,1,55.0,False,True,1.0905256810069204,0.9948978989616362
0,3,1,,0,0,7.8958,False,True,-0.7994434635566813,-0.7215660573309575
0,1,1,47.0,0,0,52.0,False,True,1.0395164204045633,0.9368158907020497
1,3,1,23.0,0,0,7.7958,False,True,-0.8123226859780963,-0.7310458761922362
1,1,0,58.0,0,0,26.55,False,True,0.4082601262256728,0.282722041870963
0,3,1,11.5,1,1,14.5,False,True,-0.1868160111908567,-0.2444340598488193
0,3,1,61.0,0,0,6.2375,False,True,-1.037102958884203,-0.8935808925188332
0,3,0,,0,0,7.75,True,False,-0.8182759287916075,-0.7354212698040541
1,2,0,12.0,2,1,39.0,False,True,0.773758027571881,0.6475851600346456
0,3,1,,0,0,7.3125,False,True,-0.8769555732084515,-0.7783326173549752
1,1,0,24.0,0,0,49.5042,False,False,0.9945661901280068,0.8863426146687091
0,2,1,44.0,0,0,13.0,False,True,-0.29623739617250894,-0.3338802823381029
0,3,1,21.0,1,0,6.4958,False,True,-0.9963116454077552,-0.8644705271230619
0,3,1,,0,0,7.8958,False,True,-0.7994434635566813,-0.7215660573309575
0,3,1,27.0,0,0,7.8958,False,True,-0.7994434635566813,-0.7215660573309575
0,3,1,18.5,0,0,7.2292,False,False,-0.8885177764761778,-0.7867426400797148
1,1,0,,0,0,79.2,False,False,1.4155488601938528,1.3865056319115117
1,1,0,22.0,0,0,151.55,False,True,1.9652347497510785,2.1473449190131433
0,3,0,9.0,2,2,34.375,False,True,0.6550239589600263,0.5251326577717211
0,2,1,23.0,0,0,15.0458,False,False,-0.14989934661951493,-0.21378438864081764
1,3,1,26.0,0,0,56.4958,False,True,1.114833821867543,1.0228835151386646
0,3,1,,2,0,21.6792,False,False,0.2113115672430558,0.09993003644406447
0,3,1,33.0,1,1,20.525,False,True,0.15768921346345507,0.051673070879073885
0,3,1,26.0,0,0,7.8958,False,True,-0.7994434635566813,-0.7215660573309575
0,3,1,,8,2,69.55,False,True,1.301056967279966,1.2441352573204045
0,3,0,6.0,4,2,31.275,False,True,0.5653136966426574,0.43518100894361894
0,1,1,37.0,0,1,29.7,False,False,0.5159796483144555,0.38661776512132623
1,3,1,,1,1,15.2458,False,False,-0.1367206623754189,-0.20278344329098308
0,3,1,,2,0,21.6792,False,False,0.2113115672430558,0.09993003644406447
0,3,0,45.0,1,4,27.9,False,True,0.45602391981412077,0.32843439840672917
0,3,1,70.5,0,0,7.75,True,False,-0.8182759287916075,-0.7354212698040541
0,3,1,17.0,0,0,8.6625,False,True,-0.7057591524054424,-0.652010253631771
0,3,1,,0,0,7.8958,False,True,-0.7994434635566813,-0.7215660573309575
0,3,1,,0,0,7.8958,False,True,-0.7994434635566813,-0.7215660573309575
0,1,1,38.0,0,0,0.01,False,True,-3.6244124207355193,-3.672942939481026
1,3,0,15.0,0,0,8.0292,True,False,-0.7825113986145107,-0.7090734660679643
1,3,1,27.0,0,0,8.6625,False,True,-0.7057591524054424,-0.652010253631771
1,1,0,30.0,0,0,86.5,False,True,1.4924006814530966,1.4849479037566358
1,1,0,29.0,0,0,221.7792,False,True,2.270661915915296,2.635045817210542
1,1,0,19.0,0,2,26.2833,False,True,0.3985158477845698,0.27346459163379383
0,3,1,,0,0,7.75,True,False,-0.8182759287916075,-0.7354212698040541
1,3,0,36.0,0,2,15.9,False,True,-0.09484288041616552,-0.1676145049711941
1,1,0,24.0,3,2,263.0,False,True,2.4033728332110105,2.8639871109119355
0,1,1,,0,0,30.6958,False,False,0.5474893577974216,0.4175624669704014
0,3,1,32.0,0,0,7.925,False,True,-0.7957131275340771,-0.7188166970476618
1,1,0,33.0,1,0,90.0,True,False,1.5267527788474058,1.5297257648211338
1,1,1,45.0,1,1,134.5,False,False,1.8669081305852337,2.000949879116339
1,1,0,44.0,0,0,27.7208,False,False,0.44982840027189047,0.322473311729319
1,2,0,5.0,1,2,27.75,False,True,0.4508408693944934,0.32344682024744964
0,2,1,23.0,0,0,10.5,False,True,-0.5113347713172006,-0.5040270078634657
0,1,1,61.0,0,0,32.3208,False,True,0.5966126170024074,0.4663201816928601
1,2,0,,0,0,12.35,True,False,-0.34778193322301304,-0.3753173108340586
1,1,0,,1,0,133.65,False,True,1.8616503581797996,1.9932575540816777
0,3,0,14.5,1,0,14.4542,False,False,-0.1899794613200189,-0.24704917146684974
0,3,0,,1,0,14.4542,False,False,-0.1899794613200189,-0.24704917146684974
0,3,1,20.0,0,0,4.0125,False,False,-1.4743325402377685,-1.1972790142934076
0,3,1,10.0,4,1,29.125,True,False,0.4972622794896471,0.3683563625308827
1,3,0,,0,0,7.75,True,False,-0.8182759287916075,-0.7354212698040541
0,3,0,,3,1,25.4667,False,True,0.3680071944181976,0.2446277156122804
0,1,1,25.0,0,0,26.0,False,False,0.38804817777044526,0.2635453954678998
0,3,1,24.0,0,0,8.6625,False,True,-0.7057591524054424,-0.652010253631771
1,1,0,35.0,1,0,83.475,False,True,1.4614542613631967,1.445022334773699
0,3,1,44.0,0,0,8.05,False,True,-0.7798964388723738,-0.7071411011359738
0,3,0,21.0,0,0,8.6625,False,True,-0.7057591524054424,-0.652010253631771
0,3,1,,1,0,19.9667,False,True,0.13058997995411875,0.027519950999984305
1,3,1,26.0,0,0,7.775,False,True,-0.815022052328976,-0.7330303104164417
1,2,0,26.0,0,0,13.5,False,True,-0.25836932504847704,-0.30315706926740044
0,3,1,21.0,0,0,7.8958,False,True,-0.7994434635566813,-0.7215660573309575
1,1,0,58.0,0,1,153.4625,False,True,1.9754940805838528,2.162902750043389
0,3,0,28.0,1,1,14.4,False,True,-0.19373662490206753,-0.25015278477984887
1,3,0,,0,0,7.7875,True,False,-0.8133989836558335,-0.731837215772201
0,2,1,30.0,1,0,24.0,False,False,0.3104829801570703,0.1908543232894249
1,1,0,39.0,0,0,211.3375,False,True,2.2326689859351085,2.5714908783079378
0,2,1,50.0,0,0,13.0,False,True,-0.29623739617250894,-0.3338802823381029
1,3,0,18.0,0,0,7.2292,False,False,-0.8885177764761778,-0.7867426400797148
1,3,0,,1,0,15.5,True,False,-0.12022896852925917,-0.18897231431791395
1,1,0,39.0,1,1,110.8833,False,False,1.7051956233053636,1.770400744746487
1,1,1,4.0,0,2,81.8583,False,True,1.444404735094571,1.4231908992462992
1,3,0,1.0,1,1,16.7,False,True,-0.04602049089439041,-0.12619972027458867
0,3,1,24.0,0,0,7.775,False,True,-0.815022052328976,-0.7330303104164417
0,1,0,63.0,1,0,221.7792,False,True,2.270661915915296,2.635045817210542
0,2,1,50.0,1,0,26.0,False,True,0.38804817777044526,0.2635453954678998
0,2,1,21.0,2,0,73.5,False,True,1.3499126583651573,1.3042740271755469
1,1,0,40.0,1,1,134.5,False,False,1.8669081305852337,2.000949879116339
0,3,0,21.0,2,2,34.375,False,True,0.6550239589600263,0.5251326577717211
0,3,1,50.0,1,0,14.5,False,True,-0.1868160111908567,-0.2444340598488193
1,1,0,30.0,0,0,164.8667,False,True,2.0338726937715523,2.2524783884855464
0,3,1,16.0,4,1,39.6875,False,True,0.7900946552430452,0.6647475654998893
0,1,1,21.0,0,1,77.2875,False,True,1.3941217439654818,1.3594770543154195
0,3,1,36.0,0,0,7.25,False,True,-0.8856185248373031,-0.7846351758799197
1,1,0,18.0,1,0,227.525,False,False,2.290731731816094,2.668968877998221
1,3,0,,0,0,8.05,False,True,-0.7798964388723738,-0.7071411011359738
1,3,0,22.0,0,0,7.75,False,True,-0.8182759287916075,-0.7354212698040541
1,1,1,51.0,0,0,26.55,False,True,0.4082601262256728,0.282722041870963
1,3,0,30.0,0,0,12.475,False,True,-0.33765537518302496,-0.3672107320275118
1,3,0,18.0,0,0,7.775,False,True,-0.815022052328976,-0.7330303104164417
0,3,1,,0,0,7.25,False,True,-0.8856185248373031,-0.7846351758799197
1,3,1,9.0,0,1,3.1708,False,True,-1.7000889088294708,-1.35013974249035
0,3,1,21.0,0,0,7.8,False,True,-0.8117784843531519,-0.7306457049449923
0,3,1,65.0,0,0,7.75,True,False,-0.8182759287916075,-0.7354212698040541
1,2,0,30.0,0,0,12.35,True,False,-0.34778193322301304,-0.3753173108340586
1,1,1,30.0,1,0,57.75,False,False,1.1346790009931902,1.0458801596633016
0,3,0,,8,2,69.55,False,True,1.301056967279966,1.2441352573204045
0,3,1,44.0,0,1,16.1,False,True,-0.08239959100853853,-0.15710190119073292
0,2,1,66.0,0,0,10.5,False,True,-0.5113347713172006,-0.5040270078634657
1,1,1,60.0,1,1,79.2,False,False,1.4155488601938528,1.3865056319115117
1,3,1,3.0,1,1,15.9,False,True,-0.09484288041616552,-0.1676145049711941
0,3,1,,0,0,7.7375,True,False,-0.8199067521698206,-0.7366191439246174
1,1,0,48.0,1,0,106.425,False,False,1.6704042858279504,1.7223819093839479
1,2,0,8.0,0,2,26.25,False,True,0.3972917374389685,0.27230325936935507
1,1,0,22.0,0,1,59.4,False,False,1.160079904972643,1.0755126329822
1,1,0,42.0,0,0,227.525,False,False,2.290731731816094,2.668968877998221
1,3,1,31.0,0,0,7.925,False,True,-0.7957131275340771,-0.7188166970476618
0,2,1,25.0,0,0,13.0,False,True,-0.29623739617250894,-0.3338802823381029
1,2,0,25.0,1,1,30.0,False,True,0.5255908645038838,0.3960295744432243
0,2,1,21.0,0,0,11.5,False,True,-0.41957122030350225,-0.43231842756241834
0,1,1,54.0,0,0,51.8625,False,True,1.037101911176483,0.9340879585804023
1,3,1,39.0,0,1,13.4167,False,False,-0.2645762456029204,-0.30820945051493076
0,2,1,37.0,1,0,26.0,False,True,0.38804817777044526,0.2635453954678998
0,3,1,,0,0,7.55,False,True,-0.844685647355042,-0.7547822602388958
1,2,0,48.0,0,2,36.75,False,True,0.7180214155196294,0.5896088837716044
0,3,1,,0,0,7.8958,False,False,-0.7994434635566813,-0.7215660573309575
1,1,1,,0,0,26.0,False,True,0.38804817777044526,0.2635453954678998
0,3,1,22.0,0,0,7.25,False,True,-0.8856185248373031,-0.7846351758799197
0,1,0,50.0,0,0,28.7125,False,False,0.4835877911076465,0.3550711038622408
1,2,0,30.0,0,0,13.0,False,True,-0.29623739617250894,-0.3338802823381029
1,2,0,28.0,1,0,26.0,False,True,0.38804817777044526,0.2635453954678998
1,3,1,32.0,0,0,7.925,False,True,-0.7957131275340771,-0.7188166970476618
1,3,1,18.0,0,0,8.05,False,True,-0.7798964388723738,-0.7071411011359738
0,3,1,17.0,1,1,7.2292,False,False,-0.8885177764761778,-0.7867426400797148
0,3,1,,3,1,25.4667,False,True,0.3680071944181976,0.2446277156122804
0,3,1,,0,0,7.7292,True,False,-0.8209910550737383,-0.7374154173852092
0,3,1,21.0,0,0,7.925,False,True,-0.7957131275340771,-0.7188166970476618
0,3,1,43.0,0,0,6.45,False,True,-1.00342920971561,-0.8695614499348432
0,3,1,28.0,0,0,56.4958,False,True,1.114833821867543,1.0228835151386646
0,3,1,,0,0,7.775,False,True,-0.815022052328976,-0.7330303104164417
0,3,1,31.0,3,0,18.0,False,True,0.028297559226824347,-0.06227637160788297
1,3,0,,1,0,15.5,True,False,-0.12022896852925917,-0.18897231431791395
0,3,1,39.0,0,0,24.15,False,True,0.3165363814610159,0.196476682215996
0,3,1,43.0,0,0,7.8958,False,True,-0.7994434635566813,-0.7215660573309575
1,2,0,28.0,1,0,24.0,False,False,0.3104829801570703,0.1908543232894249
0,1,1,28.0,1,0,82.1708,False,False,1.44772905117153,1.427438455971895
0,1,1,39.0,1,0,71.2833,False,False,1.3228611374061183,1.2708639235356214
0,3,1,20.0,0,0,7.8542,False,True,-0.8047815353602865,-0.7254975234690264
0,3,0,21.0,1,0,9.825,False,True,-0.5784510125871423,-0.555696156874621
1,3,1,0.8333,0,1,9.35,False,True,-0.6285383705469406,-0.5938467375692813
1,2,1,8.0,0,2,32.5,False,True,0.6018658530545208,0.4715720090086834
1,1,1,31.0,1,0,57.0,False,True,1.1228691816436611,1.032178671859572
0,3,0,41.0,0,5,39.6875,False,True,0.7900946552430452,0.6647475654998893
1,2,0,6.0,0,1,33.0,False,True,0.6163594213976513,0.4860998684118448
0,3,0,24.0,0,0,7.75,True,False,-0.8182759287916075,-0.7354212698040541
0,3,1,7.0,4,1,29.125,True,False,0.4972622794896471,0.3683563625308827
1,1,0,39.0,1,1,79.65,False,True,1.420507862161963,1.3927866970971798
1,1,0,36.0,1,2,120.0,False,True,1.771765852698387,1.863817790216485
1,1,0,35.0,1,0,57.75,False,False,1.1346790009931902,1.0458801596633016
0,3,1,34.0,0,0,6.4958,False,True,-0.9963116454077552,-0.8644705271230619
0,3,1,47.0,0,0,9.0,False,True,-0.6671119086377622,-0.6229977936758045
0,3,1,28.5,0,0,7.2292,False,False,-0.8885177764761778,-0.7867426400797148
1,2,0,28.0,0,0,13.0,False,True,-0.29623739617250894,-0.3338802823381029
0,2,1,51.0,0,0,12.525,False,True,-0.33363401053431474,-0.3639869138258238
1,1,1,6.0,0,2,134.5,False,False,1.8669081305852337,2.000949879116339
0,3,1,,1,0,16.1,False,True,-0.08239959100853853,-0.15710190119073292
1,3,0,,0,0,7.75,True,False,-0.8182759287916075,-0.7354212698040541
0,3,1,,1,1,14.5,False,True,-0.1868160111908567,-0.2444340598488193
0,1,1,47.0,0,0,38.5,False,True,0.7616791749130927,0.6349454535572503
0,3,1,,0,0,6.95,True,False,-0.9282438092293324,-0.8155285193786961
1,1,0,35.0,0,0,135.6333,False,True,1.873861430094358,2.011143674596269
0,3,1,10.0,3,2,27.9,False,True,0.45602391981412077,0.32843439840672917
0,3,1,,0,0,7.05,False,True,-0.9138391503349598,-0.8051101805571677
0,2,1,16.0,0,0,10.5,False,True,-0.5113347713172006,-0.5040270078634657
0,3,1,21.0,0,0,7.775,False,True,-0.815022052328976,-0.7330303104164417
1,1,1,27.0,0,0,76.7292,False,False,1.3877566115023416,1.3514824953110756
0,1,1,36.0,0,0,40.125,False,False,0.8003314222840658,0.6755414140297001
1,3,1,32.0,0,0,56.4958,False,True,1.114833821867543,1.0228835151386646
0,2,1,36.0,0,0,10.5,False,True,-0.5113347713172006,-0.5040270078634657
0,2,1,34.0,1,0,21.0,False,True,0.18013589867980856,0.07179807958817004
0,3,1,5.0,4,2,31.3875,False,True,0.568734451308944,0.4385717553745583
0,3,0,30.0,0,0,8.6625,False,True,-0.7057591524054424,-0.652010253631771
0,2,1,34.0,0,0,13.0,False,True,-0.29623739617250894,-0.3338802823381029
0,3,1,17.0,0,0,7.125,False,True,-0.9031658301431763,-0.7973763894552583
0,3,1,14.5,8,2,69.55,False,True,1.301056967279966,1.2441352573204045
1,3,0,5.0,2,1,19.2583,False,False,0.09502460558586011,-0.003944640470330796
0,3,1,40.5,0,0,7.75,True,False,-0.8182759287916075,-0.7354212698040541
1,3,0,38.0,0,0,7.2292,False,False,-0.8885177764761778,-0.7867426400797148
0,3,1,22.0,0,0,7.2292,False,False,-0.8885177764761778,-0.7867426400797148
1,1,0,48.0,1,0,39.6,False,False,0.7880325915346166,0.6625769887817219
0,3,1,21.0,0,0,7.8542,False,True,-0.8047815353602865,-0.7254975234690264
0,2,1,36.0,0,0,13.0,False,True,-0.29623739617250894,-0.3338802823381029
0,3,1,17.0,2,0,8.05,False,True,-0.7798964388723738,-0.7071411011359738
0,3,1,,0,0,7.8792,False,True,-0.8015702192179666,-0.7231328034007365
0,1,1,64.0,1,4,263.0,False,True,2.4033728332110105,2.8639871109119355
1,3,1,19.0,0,0,8.05,False,True,-0.7798964388723738,-0.7071411011359738
1,1,0,26.0,1,0,136.7792,False,False,1.8808270303064405,2.021379385690742
1,3,0,24.0,1,0,15.85,False,True,-0.09797933802915482,-0.17025974581248504
0,2,1,34.0,0,0,13.0,False,True,-0.29623739617250894,-0.3338802823381029
0,3,1,26.0,1,0,7.8542,False,True,-0.8047815353602865,-0.7254975234690264
0,1,1,58.0,0,0,29.7,False,False,0.5159796483144555,0.38661776512132623
1,1,1,27.0,0,0,30.5,False,True,0.5413816119762508,0.41154423746303676
1,2,0,50.0,0,0,10.5,False,True,-0.5113347713172006,-0.5040270078634657
0,3,1,,1,0,14.4583,False,False,-0.1896958451073901,-0.2468147883447004
1,1,0,50.0,1,1,211.5,False,False,2.2332760727556833,2.572499667928052
0,3,1,42.0,0,0,7.55,False,True,-0.844685647355042,-0.7547822602388958
1,3,0,31.0,0,0,8.6833,False,True,-0.7033341492780133,-0.6501954182921674
0,2,0,24.0,0,0,13.0,False,True,-0.29623739617250894,-0.3338802823381029
1,1,0,,1,0,146.5208,False,False,1.9375576925702958,2.1056438082860676
1,3,1,,0,0,7.775,False,True,-0.815022052328976,-0.7330303104164417
1,3,0,0.1667,1,2,20.575,False,True,0.16007787608526838,0.05380953574346927
0,3,1,,0,0,8.05,False,True,-0.7798964388723738,-0.7071411011359738
1,3,0,,0,0,7.7333,True,False,-0.8204552921219597,-0.7370219890879931
1,2,0,20.0,0,0,36.75,False,True,0.7180214155196294,0.5896088837716044
0,3,0,32.0,1,1,15.5,True,False,-0.12022896852925917,-0.18897231431791395
